"Kod";"Nazwa";"liczba nowych budynków oddanych do użytkowania na 1000 ludności;2018;[-]";"liczba nowych budynków oddanych do użytkowania na 1000 ludności;2019;[-]";"liczba nowych budynków oddanych do użytkowania na 1000 ludności;2020;[-]";"liczba nowych budynków oddanych do użytkowania na 1000 ludności;2021;[-]";"liczba nowych budynków oddanych do użytkowania na 1000 ludności;2022;[-]";"liczba nowych budynków oddanych do użytkowania na 1000 ludności;2023;[-]";"liczba nowych budynków oddanych do użytkowania na 1000 ludności;2024;[-]";"liczba nowych budynków mieszkalnych oddanych do użytkowania na 1000 ludności;2018;[-]";"liczba nowych budynków mieszkalnych oddanych do użytkowania na 1000 ludności;2019;[-]";"liczba nowych budynków mieszkalnych oddanych do użytkowania na 1000 ludności;2020;[-]";"liczba nowych budynków mieszkalnych oddanych do użytkowania na 1000 ludności;2021;[-]";"liczba nowych budynków mieszkalnych oddanych do użytkowania na 1000 ludności;2022;[-]";"liczba nowych budynków mieszkalnych oddanych do użytkowania na 1000 ludności;2023;[-]";"liczba nowych budynków mieszkalnych oddanych do użytkowania na 1000 ludności;2024;[-]";"liczba nowych budynków mieszkalnych jednorodzinnych oddanych do użytkowania na 1000 ludności;2018;[-]";"liczba nowych budynków mieszkalnych jednorodzinnych oddanych do użytkowania na 1000 ludności;2019;[-]";"liczba nowych budynków mieszkalnych jednorodzinnych oddanych do użytkowania na 1000 ludności;2020;[-]";"liczba nowych budynków mieszkalnych jednorodzinnych oddanych do użytkowania na 1000 ludności;2021;[-]";"liczba nowych budynków mieszkalnych jednorodzinnych oddanych do użytkowania na 1000 ludności;2022;[-]";"liczba nowych budynków mieszkalnych jednorodzinnych oddanych do użytkowania na 1000 ludności;2023;[-]";"liczba nowych budynków mieszkalnych jednorodzinnych oddanych do użytkowania na 1000 ludności;2024;[-]";"liczba nowych budynków mieszkalnych wielorodzinnych oddanych do użytkowania na 1000 ludności;2018;[-]";"liczba nowych budynków mieszkalnych wielorodzinnych oddanych do użytkowania na 1000 ludności;2019;[-]";"liczba nowych budynków mieszkalnych wielorodzinnych oddanych do użytkowania na 1000 ludności;2020;[-]";"liczba nowych budynków mieszkalnych wielorodzinnych oddanych do użytkowania na 1000 ludności;2021;[-]";"liczba nowych budynków mieszkalnych wielorodzinnych oddanych do użytkowania na 1000 ludności;2022;[-]";"liczba nowych budynków mieszkalnych wielorodzinnych oddanych do użytkowania na 1000 ludności;2023;[-]";"liczba nowych budynków mieszkalnych wielorodzinnych oddanych do użytkowania na 1000 ludności;2024;[-]";"liczba nowych budynków niemieszkalnych oddanych do użytkowania na 1000 ludności;2018;[-]";"liczba nowych budynków niemieszkalnych oddanych do użytkowania na 1000 ludności;2019;[-]";"liczba nowych budynków niemieszkalnych oddanych do użytkowania na 1000 ludności;2020;[-]";"liczba nowych budynków niemieszkalnych oddanych do użytkowania na 1000 ludności;2021;[-]";"liczba nowych budynków niemieszkalnych oddanych do użytkowania na 1000 ludności;2022;[-]";"liczba nowych budynków niemieszkalnych oddanych do użytkowania na 1000 ludności;2023;[-]";"liczba nowych budynków niemieszkalnych oddanych do użytkowania na 1000 ludności;2024;[-]";"liczba nowych hoteli i budynków zakwaterowania turystycznego oddanych do użytkowania na 1000 ludności;2018;[-]";"liczba nowych hoteli i budynków zakwaterowania turystycznego oddanych do użytkowania na 1000 ludności;2019;[-]";"liczba nowych hoteli i budynków zakwaterowania turystycznego oddanych do użytkowania na 1000 ludności;2020;[-]";"liczba nowych hoteli i budynków zakwaterowania turystycznego oddanych do użytkowania na 1000 ludności;2021;[-]";"liczba nowych hoteli i budynków zakwaterowania turystycznego oddanych do użytkowania na 1000 ludności;2022;[-]";"liczba nowych hoteli i budynków zakwaterowania turystycznego oddanych do użytkowania na 1000 ludności;2023;[-]";"liczba nowych hoteli i budynków zakwaterowania turystycznego oddanych do użytkowania na 1000 ludności;2024;[-]";"liczba nowych budynków biurowych oddanych do użytkowania na 1000 ludności;2018;[-]";"liczba nowych budynków biurowych oddanych do użytkowania na 1000 ludności;2019;[-]";"liczba nowych budynków biurowych oddanych do użytkowania na 1000 ludności;2020;[-]";"liczba nowych budynków biurowych oddanych do użytkowania na 1000 ludności;2021;[-]";"liczba nowych budynków biurowych oddanych do użytkowania na 1000 ludności;2022;[-]";"liczba nowych budynków biurowych oddanych do użytkowania na 1000 ludności;2023;[-]";"liczba nowych budynków biurowych oddanych do użytkowania na 1000 ludności;2024;[-]";"liczba nowych budynków handlowo-usługowych oddanych do użytkowania na 1000 ludności;2018;[-]";"liczba nowych budynków handlowo-usługowych oddanych do użytkowania na 1000 ludności;2019;[-]";"liczba nowych budynków handlowo-usługowych oddanych do użytkowania na 1000 ludności;2020;[-]";"liczba nowych budynków handlowo-usługowych oddanych do użytkowania na 1000 ludności;2021;[-]";"liczba nowych budynków handlowo-usługowych oddanych do użytkowania na 1000 ludności;2022;[-]";"liczba nowych budynków handlowo-usługowych oddanych do użytkowania na 1000 ludności;2023;[-]";"liczba nowych budynków handlowo-usługowych oddanych do użytkowania na 1000 ludności;2024;[-]";"liczba nowych budynków transportu i łączności oddanych do użytkowania na 1000 ludności;2018;[-]";"liczba nowych budynków transportu i łączności oddanych do użytkowania na 1000 ludności;2019;[-]";"liczba nowych budynków transportu i łączności oddanych do użytkowania na 1000 ludności;2020;[-]";"liczba nowych budynków transportu i łączności oddanych do użytkowania na 1000 ludności;2021;[-]";"liczba nowych budynków transportu i łączności oddanych do użytkowania na 1000 ludności;2022;[-]";"liczba nowych budynków transportu i łączności oddanych do użytkowania na 1000 ludności;2023;[-]";"liczba nowych budynków transportu i łączności oddanych do użytkowania na 1000 ludności;2024;[-]";"liczba nowych budynków przemysłowych i magazynowych oddanych do użytkowania na 1000 ludności;2018;[-]";"liczba nowych budynków przemysłowych i magazynowych oddanych do użytkowania na 1000 ludności;2019;[-]";"liczba nowych budynków przemysłowych i magazynowych oddanych do użytkowania na 1000 ludności;2020;[-]";"liczba nowych budynków przemysłowych i magazynowych oddanych do użytkowania na 1000 ludności;2021;[-]";"liczba nowych budynków przemysłowych i magazynowych oddanych do użytkowania na 1000 ludności;2022;[-]";"liczba nowych budynków przemysłowych i magazynowych oddanych do użytkowania na 1000 ludności;2023;[-]";"liczba nowych budynków przemysłowych i magazynowych oddanych do użytkowania na 1000 ludności;2024;[-]";"liczba nowych ogólnodostępnych obiektów kulturalnych, budynków o charakterze edukacyjnym, budynków szpitali i zakładów opieki medycznej oraz budynków kultury fizycznej oddanych do użytkowania na 1000 ludności;2018;[-]";"liczba nowych ogólnodostępnych obiektów kulturalnych, budynków o charakterze edukacyjnym, budynków szpitali i zakładów opieki medycznej oraz budynków kultury fizycznej oddanych do użytkowania na 1000 ludności;2019;[-]";"liczba nowych ogólnodostępnych obiektów kulturalnych, budynków o charakterze edukacyjnym, budynków szpitali i zakładów opieki medycznej oraz budynków kultury fizycznej oddanych do użytkowania na 1000 ludności;2020;[-]";"liczba nowych ogólnodostępnych obiektów kulturalnych, budynków o charakterze edukacyjnym, budynków szpitali i zakładów opieki medycznej oraz budynków kultury fizycznej oddanych do użytkowania na 1000 ludności;2021;[-]";"liczba nowych ogólnodostępnych obiektów kulturalnych, budynków o charakterze edukacyjnym, budynków szpitali i zakładów opieki medycznej oraz budynków kultury fizycznej oddanych do użytkowania na 1000 ludności;2022;[-]";"liczba nowych ogólnodostępnych obiektów kulturalnych, budynków o charakterze edukacyjnym, budynków szpitali i zakładów opieki medycznej oraz budynków kultury fizycznej oddanych do użytkowania na 1000 ludności;2023;[-]";"liczba nowych ogólnodostępnych obiektów kulturalnych, budynków o charakterze edukacyjnym, budynków szpitali i zakładów opieki medycznej oraz budynków kultury fizycznej oddanych do użytkowania na 1000 ludności;2024;[-]";
0000000;"POLSKA";2,70;2,87;3,06;3,51;3,62;3,23;2,90;2,06;2,23;2,43;2,88;2,98;2,63;2,35;1,99;2,16;2,35;2,80;2,90;2,56;2,28;0,07;0,08;0,08;0,08;0,08;0,07;0,07;0,60;0,60;0,59;0,59;0,60;0,56;0,52;0,04;0,05;0,05;0,04;0,05;0,05;0,04;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,07;0,07;0,07;0,07;0,07;0,06;0,06;0,14;0,13;0,14;0,14;0,14;0,11;0,10;0,09;0,09;0,08;0,08;0,09;0,09;0,07;0,02;0,02;0,02;0,02;0,02;0,02;0,02;
0200000;"DOLNOŚLĄSKIE";2,59;2,89;3,12;3,77;3,71;3,41;2,91;2,20;2,43;2,68;3,35;3,27;2,98;2,52;2,10;2,30;2,57;3,22;3,14;2,89;2,44;0,10;0,13;0,11;0,13;0,13;0,09;0,08;0,39;0,44;0,42;0,41;0,42;0,41;0,38;0,02;0,03;0,03;0,02;0,06;0,07;0,07;0,02;0,02;0,02;0,01;0,01;0,02;0,01;0,05;0,07;0,04;0,06;0,05;0,05;0,05;0,13;0,13;0,16;0,13;0,12;0,10;0,09;0,07;0,09;0,07;0,08;0,09;0,07;0,06;0,02;0,02;0,02;0,02;0,02;0,02;0,02;
0201000;"Powiat bolesławiecki";3,46;3,91;3,92;5,20;4,26;3,79;3,99;2,73;3,04;3,45;4,38;3,47;3,04;3,16;2,68;2,95;3,39;4,30;3,37;2,96;3,13;0,04;0,09;0,06;0,08;0,09;0,08;0,02;0,73;0,87;0,47;0,79;0,80;0,75;0,82;0,01;0,00;0,01;0,01;0,00;0,00;0,02;0,01;0,04;0,00;0,03;0,03;0,07;0,00;0,07;0,20;0,06;0,12;0,08;0,08;0,03;0,26;0,27;0,19;0,32;0,35;0,34;0,47;0,04;0,13;0,11;0,12;0,17;0,09;0,17;0,03;0,03;0,03;0,05;0,03;0,02;0,01;
0202000;"Powiat dzierżoniowski";1,22;1,02;1,25;2,17;2,13;2,30;1,82;0,86;0,65;0,91;1,49;1,69;1,71;1,47;0,85;0,64;0,90;1,43;1,68;1,65;1,42;0,01;0,01;0,01;0,06;0,01;0,06;0,05;0,33;0,37;0,33;0,66;0,42;0,55;0,35;0,01;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,00;0,01;0,01;0,01;0,04;0,11;0,05;0,07;0,09;0,05;0,08;0,08;0,06;0,13;0,41;0,12;0,39;0,12;0,09;0,12;0,11;0,09;0,10;0,03;0,08;0,01;0,02;0,00;0,00;0,02;0,01;0,00;
0203000;"Powiat głogowski";2,58;1,94;2,78;3,39;3,09;2,73;1,81;2,09;1,55;1,93;3,03;2,45;2,35;1,59;2,02;1,51;1,89;2,93;2,42;2,35;1,55;0,08;0,03;0,03;0,09;0,03;0,00;0,05;0,49;0,38;0,84;0,36;0,62;0,37;0,21;0,00;0,00;0,00;0,00;0,01;0,01;0,00;0,02;0,00;0,01;0,00;0,03;0,00;0,00;0,06;0,08;0,03;0,01;0,07;0,04;0,01;0,08;0,07;0,68;0,09;0,27;0,14;0,05;0,19;0,09;0,01;0,13;0,13;0,05;0,04;0,03;0,06;0,03;0,01;0,02;0,04;0,01;
0204000;"Powiat górowski";2,09;1,37;1,88;2,11;4,17;2,70;1,43;1,58;0,91;1,67;1,66;2,80;2,12;1,05;1,56;0,88;1,67;1,66;2,80;2,12;1,05;0,03;0,03;0,00;0,00;0,00;0,00;0,00;0,51;0,46;0,21;0,45;1,37;0,58;0,37;0,00;0,00;0,00;0,00;0,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,00;0,03;0,00;0,00;0,06;0,06;0,23;0,14;0,06;0,12;0,82;0,12;0,03;0,03;0,17;0,00;0,09;0,30;0,06;0,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
0205000;"Powiat jaworski";1,99;2,07;2,11;2,11;2,74;2,36;2,59;1,65;1,69;1,62;1,84;2,34;1,96;1,98;1,65;1,69;1,62;1,78;2,30;1,92;1,93;0,00;0,00;0,00;0,06;0,04;0,04;0,04;0,33;0,38;0,49;0,27;0,40;0,40;0,60;0,00;0,00;0,04;0,00;0,00;0,00;0,02;0,00;0,00;0,02;0,02;0,00;0,04;0,04;0,04;0,14;0,10;0,00;0,04;0,02;0,02;0,06;0,02;0,06;0,02;0,04;0,04;0,09;0,04;0,08;0,08;0,04;0,08;0,08;0,09;0,04;0,00;0,02;0,02;0,00;0,02;0,11;
0206000;"Powiat karkonoski";2,67;3,88;4,47;5,12;4,86;5,73;5,26;1,95;3,06;3,60;4,21;3,94;4,25;3,97;1,91;2,95;3,54;4,19;3,84;4,12;3,97;0,05;0,11;0,06;0,02;0,10;0,13;0,00;0,64;0,77;0,84;0,84;0,87;1,43;1,21;0,23;0,35;0,50;0,42;0,65;1,04;0,95;0,00;0,03;0,00;0,00;0,00;0,02;0,00;0,08;0,03;0,00;0,08;0,03;0,05;0,05;0,20;0,16;0,13;0,18;0,05;0,13;0,10;0,00;0,02;0,00;0,02;0,00;0,02;0,03;0,02;0,00;0,03;0,00;0,03;0,03;0,02;
0207000;"Powiat kamiennogórski";1,16;1,08;1,66;2,67;2,17;3,06;1,67;0,98;0,90;1,17;2,10;1,63;2,44;1,47;0,98;0,90;1,12;2,10;1,63;2,44;1,42;0,00;0,00;0,05;0,00;0,00;0,00;0,05;0,18;0,18;0,43;0,58;0,39;0,57;0,20;0,00;0,05;0,02;0,00;0,00;0,12;0,00;0,00;0,00;0,02;0,00;0,02;0,02;0,00;0,02;0,02;0,02;0,10;0,00;0,02;0,02;0,09;0,02;0,26;0,17;0,07;0,15;0,05;0,07;0,02;0,02;0,10;0,05;0,02;0,00;0,00;0,00;0,00;0,02;0,05;0,02;0,00;
0208000;"Powiat kłodzki";1,48;1,60;2,21;2,71;2,65;2,58;2,42;1,13;1,22;1,62;2,15;2,01;2,05;1,97;1,13;1,20;1,60;2,11;1,97;2,04;1,96;0,01;0,02;0,02;0,03;0,03;0,01;0,01;0,34;0,37;0,59;0,51;0,52;0,51;0,45;0,09;0,14;0,15;0,17;0,10;0,28;0,29;0,00;0,00;0,02;0,01;0,00;0,01;0,00;0,03;0,04;0,07;0,05;0,04;0,05;0,03;0,06;0,05;0,10;0,09;0,25;0,07;0,05;0,04;0,04;0,04;0,07;0,03;0,01;0,02;0,04;0,01;0,07;0,01;0,01;0,03;0,01;
0209000;"Powiat legnicki";4,13;3,78;3,95;5,91;5,34;5,51;4,63;2,95;3,18;3,37;5,26;5,03;4,93;4,10;2,93;3,18;3,36;5,18;4,98;4,87;4,07;0,02;0,00;0,02;0,07;0,05;0,05;0,04;1,14;0,51;0,44;0,44;0,22;0,49;0,38;0,07;0,04;0,05;0,00;0,00;0,00;0,09;0,04;0,00;0,00;0,13;0,00;0,00;0,00;0,13;0,04;0,11;0,04;0,00;0,07;0,05;0,62;0,05;0,05;0,05;0,04;0,11;0,02;0,14;0,18;0,15;0,13;0,05;0,07;0,04;0,00;0,02;0,00;0,02;0,02;0,04;0,02;
0210000;"Powiat lubański";2,14;1,93;2,09;2,38;2,00;2,48;1,58;1,46;1,34;1,35;1,79;1,67;1,96;1,29;1,42;1,28;1,34;1,69;1,54;1,94;1,15;0,04;0,06;0,02;0,10;0,13;0,02;0,14;0,64;0,53;0,71;0,59;0,31;0,52;0,29;0,18;0,06;0,06;0,06;0,12;0,08;0,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,05;0,11;0,04;0,10;0,00;0,06;0,04;0,13;0,13;0,43;0,19;0,08;0,15;0,00;0,05;0,04;0,04;0,06;0,04;0,08;0,02;0,04;0,06;0,06;0,02;0,02;0,02;0,04;
